created_at,user_id_str,full_text,data_cleaning,case_folding,normalization,preprocessing_stats
Thu Dec 18 13:15:00 +0000 2025,1949428243410587648,Presiden RI Prabowo Subianto menyampaikan harapan agar Papua ditanami sawit singkong dan tebu untuk mendukung swasembada energi termasuk BBM dan etanol. Tujuannya memperkuat energi daerah terpencil meski sebagian publik mengingatkan soal dampak lingkungan. #EnergiIndonesia https://t.co/Yv1aFLmVfV,Presiden RI Prabowo Subianto menyampaikan harapan agar Papua ditanami sawit singkong dan tebu untuk mendukung swasembada energi termasuk BBM dan etanol Tujuannya memperkuat energi daerah terpencil meski sebagian publik mengingatkan soal dampak lingkungan EnergiIndonesia,presiden ri prabowo subianto menyampaikan harapan agar papua ditanami sawit singkong dan tebu untuk mendukung swasembada energi termasuk bbm dan etanol tujuannya memperkuat energi daerah terpencil meski sebagian publik mengingatkan soal dampak lingkungan energiindonesia,presiden ri prabowo subianto menyampaikan harapan agar papua ditanami sawit singkong dan tebu untuk mendukung swasembada energi termasuk bbm dan etanol tujuannya memperkuat energi daerah terpencil meski sebagian publik mengingatkan soal dampak lingkungan energiindonesia,orig:297 -> final:270
Thu Dec 18 12:31:53 +0000 2025,1487394538914467852,kentut ngomong si el etanol itu wok,kentut ngomong si el etanol itu wok,kentut ngomong si el etanol itu wok,kentut ngomong si el etanol itu wok,orig:35 -> final:35
Thu Dec 18 11:59:47 +0000 2025,1973029471038164992,Lucu ya padahal beliau sendiri yg nyuruh si bahlil suruh tanam sawit buat dibikin pabrik etanol,Lucu ya padahal beliau sendiri yg nyuruh si bahlil suruh tanam sawit buat dibikin pabrik etanol,lucu ya padahal beliau sendiri yg nyuruh si bahlil suruh tanam sawit buat dibikin pabrik etanol,lucu padahal beliau sendiri yang nyuruh si bahlil suruh tanam sawit buat dibikin pabrik etanol,orig:95 -> final:94
Thu Dec 18 11:57:23 +0000 2025,1416370934768754698,langsung siram aja pake etanol kalo yg ini,langsung siram aja pake etanol kalo yg ini,langsung siram aja pake etanol kalo yg ini,langsung siram aja pake etanol kalo yang ini,orig:42 -> final:44
Thu Dec 18 11:32:25 +0000 2025,705632240101826560,@Tan_Mar3M Bawa semua kayu ke gedung dpr lalu siapkan korek api dan etanol,Bawa semua kayu ke gedung dpr lalu siapkan korek api dan etanol,bawa semua kayu ke gedung dpr lalu siapkan korek api dan etanol,bawa semua kayu ke gedung dpr lalu siapkan korek api dan etanol,orig:74 -> final:63
Thu Dec 18 11:31:42 +0000 2025,1797545651741552640,@soo_biskuit yah oplosan etanol,yah oplosan etanol,yah oplosan etanol,yah oplosan etanol,orig:31 -> final:18
Thu Dec 18 09:05:27 +0000 2025,1519536241728835585,Pace Mace Ade Kaka Basodara dong samua mari kitong berhenti mengonsumsi Minuman Keras karena mengandung Etanol dan Metanol yang bisa membahayakan Kitong pu Kesehatan . . . @ListyoSigitP @johnnyis,Pace Mace Ade Kaka Basodara dong samua mari kitong berhenti mengonsumsi Minuman Keras karena mengandung Etanol dan Metanol yang bisa membahayakan Kitong pu Kesehatan,pace mace ade kaka basodara dong samua mari kitong berhenti mengonsumsi minuman keras karena mengandung etanol dan metanol yang bisa membahayakan kitong pu kesehatan,pace mace ade kaka basodara samua mari kitong berhenti mengonsumsi minuman keras karena mengandung etanol dan metanol yang bisa membahayakan kitong pu kesehatan,orig:195 -> final:160
Thu Dec 18 07:52:43 +0000 2025,3118822327,@wannartcom Lebih mencekik etanol sih,Lebih mencekik etanol sih,lebih mencekik etanol sih,lebih mencekik etanol,orig:37 -> final:21
Thu Dec 18 06:24:04 +0000 2025,3658229898,Presiden Prabowo Subianto menyebut daerah Papua harus ditanami kelapa sawit untuk BBM dan tebu atau singkong untuk etanol. Ia mengatakan penanaman ini bertujuan untuk swasembada energi dan pangan. Apa yang bermasalah dari keinginan ini? https://t.co/pAO3EznBOL,Presiden Prabowo Subianto menyebut daerah Papua harus ditanami kelapa sawit untuk BBM dan tebu atau singkong untuk etanol Ia mengatakan penanaman ini bertujuan untuk swasembada energi dan pangan Apa yang bermasalah dari keinginan ini,presiden prabowo subianto menyebut daerah papua harus ditanami kelapa sawit untuk bbm dan tebu atau singkong untuk etanol ia mengatakan penanaman ini bertujuan untuk swasembada energi dan pangan apa yang bermasalah dari keinginan ini,presiden prabowo subianto menyebut daerah papua harus ditanami kelapa sawit untuk bbm dan tebu atau singkong untuk etanol ia mengatakan penanaman ini bertujuan untuk swasembada energi dan pangan apa yang bermasalah dari keinginan ini,orig:260 -> final:233
Thu Dec 18 06:12:07 +0000 2025,745397756999524354,Pace Mace Ade Kaka Basodara dong samua mari kitong berhenti mengonsumsi Minuman Keras karena mengandung Etanol dan Metanol yang bisa membahayakan Kitong pu Kesehatan . . . @ListyoSigitP @johnnyisir @DivHumas_Polri . . #Stopmiras https://t.co/lO0fNCm5Lb,Pace Mace Ade Kaka Basodara dong samua mari kitong berhenti mengonsumsi Minuman Keras karena mengandung Etanol dan Metanol yang bisa membahayakan Kitong pu Kesehatan Stopmiras,pace mace ade kaka basodara dong samua mari kitong berhenti mengonsumsi minuman keras karena mengandung etanol dan metanol yang bisa membahayakan kitong pu kesehatan stopmiras,pace mace ade kaka basodara samua mari kitong berhenti mengonsumsi minuman keras karena mengandung etanol dan metanol yang bisa membahayakan kitong pu kesehatan stopmiras,orig:252 -> final:170
Thu Dec 18 05:15:00 +0000 2025,3797534720,PSN Tebu di Merauke bukan sekadar proyek ini adalah undangan terbuka bagi bencana ekologis. Hanya demi bisnis etanol petaka diabaikan. Kita harus bersuara. Hentikan penghancuran ini sebelum manisnya gula berubah menjadi pahitnya bencana. sc IG greenpeaceid https://t.co/iFFOEZA8lR,PSN Tebu di Merauke bukan sekadar proyek ini adalah undangan terbuka bagi bencana ekologis Hanya demi bisnis etanol petaka diabaikan Kita harus bersuara Hentikan penghancuran ini sebelum manisnya gula berubah menjadi pahitnya bencana sc IG greenpeaceid,psn tebu di merauke bukan sekadar proyek ini adalah undangan terbuka bagi bencana ekologis hanya demi bisnis etanol petaka diabaikan kita harus bersuara hentikan penghancuran ini sebelum manisnya gula berubah menjadi pahitnya bencana sc ig greenpeaceid,psn tebu di merauke bukan sekadar proyek ini adalah undangan terbuka bagi bencana ekologis hanya demi bisnis etanol petaka diabaikan kita harus bersuara hentikan penghancuran ini sebelum manisnya gula berubah menjadi pahitnya bencana sc ig greenpeaceid,orig:280 -> final:252
Thu Dec 18 04:11:54 +0000 2025,1598925876330045440,Berani cicil karena juga lapkeu Q3 kemarin keluar labanya naik cukup tinggi hampir 2x lipat apalagi nanti berjalanya program etanol 10% dengan acuan penjualan bbm tahun 2024 105 juta kiloliter berarti nantinya akan ada permintaan baruestimasi sekitar 10 5 juta Kl untuk etanol,Berani cicil karena juga lapkeu Q kemarin keluar labanya naik cukup tinggi hampir x lipat apalagi nanti berjalanya program etanol dengan acuan penjualan bbm tahun juta kiloliter berarti nantinya akan ada permintaan baruestimasi sekitar juta Kl untuk etanol,berani cicil karena juga lapkeu q kemarin keluar labanya naik cukup tinggi hampir x lipat apalagi nanti berjalanya program etanol dengan acuan penjualan bbm tahun juta kiloliter berarti nantinya akan ada permintaan baruestimasi sekitar juta kl untuk etanol,berani cicil karena juga lapkeu q kemarin keluar labanya naik cukup tinggi hampir x lipat apalagi nanti berjalanya program etanol dengan acuan penjualan bbm tahun juta kiloliter berarti nantinya akan ada permintaan baruestimasi sekitar juta kl untuk etanol,orig:276 -> final:256
Thu Dec 18 04:11:53 +0000 2025,1598925876330045440,Tetap cicil masuk dikit demi sedikit $moli soalnya isu tentang penggunaan etanol 10% cukup menarik apalagi adanya program penanaman singkong dan tebu di beberapa provinsi yang bisa buat harga bahan baku etanol gak fluktuatif kalau ada permintaan yang naik signifikan https://t.co/BFdmKxaf71,Tetap cicil masuk dikit demi sedikit moli soalnya isu tentang penggunaan etanol cukup menarik apalagi adanya program penanaman singkong dan tebu di beberapa provinsi yang bisa buat harga bahan baku etanol gak fluktuatif kalau ada permintaan yang naik signifikan,tetap cicil masuk dikit demi sedikit moli soalnya isu tentang penggunaan etanol cukup menarik apalagi adanya program penanaman singkong dan tebu di beberapa provinsi yang bisa buat harga bahan baku etanol gak fluktuatif kalau ada permintaan yang naik signifikan,tetap cicil masuk dikit demi sedikit moli soalnya isu tentang penggunaan etanol cukup menarik apalagi adanya program penanaman singkong dan tebu di beberapa provinsi yang bisa buat harga bahan baku etanol tidak fluktuatif kalau ada permintaan yang naik signifikan,orig:290 -> final:263
Thu Dec 18 03:25:57 +0000 2025,1414921457121910788,Kenali Bahaya di Balik Setiap Tetes Minuman Keras! ​Sobat Polri tahukah Anda bahwa ada dua jenis alkohol yang sering disalahgunakan yaitu Etanol dan Metanol? Keduanya sama-sama membawa dampak buruk bagi tubuh! https://t.co/0VYLgvWZRo,Kenali Bahaya di Balik Setiap Tetes Minuman Keras Sobat Polri tahukah Anda bahwa ada dua jenis alkohol yang sering disalahgunakan yaitu Etanol dan Metanol Keduanya sama sama membawa dampak buruk bagi tubuh,kenali bahaya di balik setiap tetes minuman keras sobat polri tahukah anda bahwa ada dua jenis alkohol yang sering disalahgunakan yaitu etanol dan metanol keduanya sama sama membawa dampak buruk bagi tubuh,kenali bahaya di balik setiap tetes minuman keras sobat polri tahukah anda bahwa ada dua jenis alkohol yang sering disalahgunakan yaitu etanol dan metanol keduanya sama sama membawa dampak buruk bagi tubuh,orig:233 -> final:205
Thu Dec 18 03:20:13 +0000 2025,1923331731740049408,@sasyaloaf Trus hubungannya apa? Gini amat kualitas berpikir mereka TOLOL FIKS kerabat bahlil etanol,Trus hubungannya apa Gini amat kualitas berpikir mereka TOLOL FIKS kerabat bahlil etanol,trus hubungannya apa gini amat kualitas berpikir mereka tolol fiks kerabat bahlil etanol,trus hubungannya apa gini amat kualitas berpikir mereka tolol fiks kerabat bahlil etanol,orig:100 -> final:88
Thu Dec 18 03:19:53 +0000 2025,1275062167469912068,raimu koyo etanol,raimu koyo etanol,raimu koyo etanol,raimu koyo etanol,orig:17 -> final:17
Thu Dec 18 02:25:15 +0000 2025,1674762925813424128,@salam4jari Pa @prabowo mana hasil etanol dr Sawit tebu &amp; singkongnya....? hutan gundul banjir &amp; longsor iya tp etanolnya ora ono piye tohh Pa,Pa mana hasil etanol dr Sawit tebu singkongnya hutan gundul banjir longsor iya tp etanolnya ora ono piye tohh Pa,pa mana hasil etanol dr sawit tebu singkongnya hutan gundul banjir longsor iya tp etanolnya ora ono piye tohh pa,pa mana hasil etanol dr sawit tebu singkongnya hutan gundul banjir longsor iya tapi etanolnya ora ono piye tohh pa,orig:150 -> final:114
Thu Dec 18 02:24:43 +0000 2025,1879736924661075968,Presiden Prabowo dorong Papua ditanami sawit tebu dan singkong buat ngejar swasembada energi. Sawit bisa jadi BBM tebu &amp; singkong jadi etanol. Worth it kah menurut kamu kekayaan alam Papua dimanfaatkan buat bahan bakar energi terbarukan begini? Memang sih menekan impor tapi https://t.co/8Y9fU0Cvhn,Presiden Prabowo dorong Papua ditanami sawit tebu dan singkong buat ngejar swasembada energi Sawit bisa jadi BBM tebu singkong jadi etanol Worth it kah menurut kamu kekayaan alam Papua dimanfaatkan buat bahan bakar energi terbarukan begini Memang sih menekan impor tapi,presiden prabowo dorong papua ditanami sawit tebu dan singkong buat ngejar swasembada energi sawit bisa jadi bbm tebu singkong jadi etanol worth it kah menurut kamu kekayaan alam papua dimanfaatkan buat bahan bakar energi terbarukan begini memang sih menekan impor tapi,presiden prabowo dorong papua ditanami sawit tebu dan singkong buat ngejar swasembada energi sawit bisa jadi bbm tebu singkong jadi etanol worth it kah menurut kamu kekayaan alam papua dimanfaatkan buat bahan bakar energi terbarukan begini memang menekan impor tapi,orig:302 -> final:265
Thu Dec 18 02:18:25 +0000 2025,1513632422428315649,@tempodotco Situasi alam dan kendaraan di papua membutuhkan diesel bukan derivative etanol.,Situasi alam dan kendaraan di papua membutuhkan diesel bukan derivative etanol,situasi alam dan kendaraan di papua membutuhkan diesel bukan derivative etanol,situasi alam dan kendaraan di papua membutuhkan diesel bukan derivative etanol,orig:91 -> final:78
Thu Dec 18 01:38:06 +0000 2025,1946302283706441728,@Lullaby1237431 Pesen 1 tulisan 10% Etanol,Pesen tulisan Etanol,pesen tulisan etanol,pesen tulisan etanol,orig:42 -> final:20
Thu Dec 18 01:33:20 +0000 2025,1946302283706441728,@Lullaby1237431 Udah diborong tuh sama si paling etanol,Udah diborong tuh sama si paling etanol,udah diborong tuh sama si paling etanol,udah diborong tuh sama si paling etanol,orig:55 -> final:39
Thu Dec 18 01:20:55 +0000 2025,1788112390468640768,@ANuanuini @bangherwin Kenapa nangis dekk..kebanyakan minum susu etanol yaa..,Kenapa nangis dekk kebanyakan minum susu etanol yaa,kenapa nangis dekk kebanyakan minum susu etanol yaa,kenapa nangis dekk kebanyakan minum susu etanol yaa,orig:77 -> final:51
Wed Dec 17 17:35:37 +0000 2025,1600392254845161472,Selain kelapa sawit Prabowo juga mengusulkan penanaman tebu dan singkong untuk menghasilkan etanol.,Selain kelapa sawit Prabowo juga mengusulkan penanaman tebu dan singkong untuk menghasilkan etanol,selain kelapa sawit prabowo juga mengusulkan penanaman tebu dan singkong untuk menghasilkan etanol,selain kelapa sawit prabowo juga mengusulkan penanaman tebu dan singkong untuk menghasilkan etanol,orig:99 -> final:98
Wed Dec 17 17:32:20 +0000 2025,1230840759835742208,@ARSIPAJA Telat udah dirusak goblin etanol,Telat udah dirusak goblin etanol,telat udah dirusak goblin etanol,telat udah dirusak goblin etanol,orig:42 -> final:32
Wed Dec 17 16:42:44 +0000 2025,1942383583576088576,hehe anak cewe mana ngerti motor ngertinya cuma isi bensin aja spy motor jalan kalo motor mbrebet paling salah bahlil ngoplos bensin pake etanol warning ganti oli dari paduka yang mulia ayahanda https://t.co/Jv9TarqSau,hehe anak cewe mana ngerti motor ngertinya cuma isi bensin aja spy motor jalan kalo motor mbrebet paling salah bahlil ngoplos bensin pake etanol warning ganti oli dari paduka yang mulia ayahanda,hehe anak cewe mana ngerti motor ngertinya cuma isi bensin aja spy motor jalan kalo motor mbrebet paling salah bahlil ngoplos bensin pake etanol warning ganti oli dari paduka yang mulia ayahanda,hehe anak cewe mana ngerti motor ngertinya cuma isi bensin aja spy motor jalan kalo motor mbrebet paling salah bahlil ngoplos bensin pake etanol warning ganti oli dari paduka yang mulia ayahanda,orig:218 -> final:194
Wed Dec 17 15:47:53 +0000 2025,1933919056094265345,like metana-etanol... LUCU BANGET PLS jangan asing dlu yaaa :(,like metana etanol LUCU BANGET PLS jangan asing dlu yaaa,like metana etanol lucu banget pls jangan asing dlu yaaa,like metana etanol lucu sangat pls jangan asing dlu yaaa,orig:62 -> final:56
Wed Dec 17 15:37:03 +0000 2025,1496387777222840320,@taksuka @BBCIndonesia Berarti untuk etanol better tanaman tebu ya dibanding sawit ini? Serius nanya dan ingin tahu buat nambah wawasan,Berarti untuk etanol better tanaman tebu ya dibanding sawit ini Serius nanya dan ingin tahu buat nambah wawasan,berarti untuk etanol better tanaman tebu ya dibanding sawit ini serius nanya dan ingin tahu buat nambah wawasan,berarti untuk etanol better tanaman tebu dibanding sawit ini serius nanya dan ingin tahu buat nambah wawasan,orig:135 -> final:108
Wed Dec 17 14:56:10 +0000 2025,886443809038491648,@BBCIndonesia Alasan etanol kini jadi dalih wkwkw bencana sepertinya akan digilir tiap provinsi/pulau,Alasan etanol kini jadi dalih wkwkw bencana sepertinya akan digilir tiap provinsi pulau,alasan etanol kini jadi dalih wkwkw bencana sepertinya akan digilir tiap provinsi pulau,alasan etanol kini jadi dalih wkwkw bencana sepertinya akan digilir tiap provinsi pulau,orig:101 -> final:87
Wed Dec 17 14:20:44 +0000 2025,2992125632,@kiorcally Ada yg bilang malaikat etanol ceunah,Ada yg bilang malaikat etanol ceunah,ada yg bilang malaikat etanol ceunah,ada yang bilang malaikat etanol ceunah,orig:47 -> final:38
Wed Dec 17 14:10:20 +0000 2025,1396354344157515778,Pasti skincarenya etanol,Pasti skincarenya etanol,pasti skincarenya etanol,pasti skincarenya etanol,orig:24 -> final:24
Wed Dec 17 13:36:10 +0000 2025,1574228254260572161,pertamina oplosan etanol ga ada ya,pertamina oplosan etanol ga ada ya,pertamina oplosan etanol ga ada ya,pertamina oplosan etanol tidak ada,orig:34 -> final:34
Wed Dec 17 13:27:22 +0000 2025,1928786262313545728,Pertamina mane pertamina? Etapi ntar mesinnya mbrebet dicampur etanol.,Pertamina mane pertamina Etapi ntar mesinnya mbrebet dicampur etanol,pertamina mane pertamina etapi ntar mesinnya mbrebet dicampur etanol,pertamina mane pertamina etapi ntar mesinnya mbrebet dicampur etanol,orig:70 -> final:68
Wed Dec 17 13:00:13 +0000 2025,1830285064908967936,Kalau PERTAMINA pede dengan bbm mengandung etanol kenapa gak jadi sponsor salah satu tim f1 agar membuktikan kualitas bbmnya (sepintas aja lewat di kepala gua) btw f1 pake E10 (etanol 10%) dan setiap tim bekerja sama dengan mitra pemasok yang berbeda,Kalau PERTAMINA pede dengan bbm mengandung etanol kenapa gak jadi sponsor salah satu tim f agar membuktikan kualitas bbmnya sepintas aja lewat di kepala gua btw f pake E etanol dan setiap tim bekerja sama dengan mitra pemasok yang berbeda,kalau pertamina pede dengan bbm mengandung etanol kenapa gak jadi sponsor salah satu tim f agar membuktikan kualitas bbmnya sepintas aja lewat di kepala gua btw f pake e etanol dan setiap tim bekerja sama dengan mitra pemasok yang berbeda,kalau pertamina pede dengan bbm mengandung etanol kenapa tidak jadi sponsor salah satu tim f agar membuktikan kualitas bbmnya sepintas aja lewat di kepala gua btw f pake e etanol dan setiap tim bekerja sama dengan mitra pemasok yang berbeda,orig:250 -> final:240
